state,county,cases,deaths,cases2,deaths2,date1,date2
Alabama,Marengo,24,1,23,1,2020-04-13,2020-04-14
Arizona,Cochise,16,0,15,0,2020-04-13,2020-04-14
Florida,Bay,39,1,38,2,2020-04-13,2020-04-14
Illinois,Fayette,11,2,12,1,2020-04-13,2020-04-14
Illinois,Lee,14,0,13,0,2020-04-13,2020-04-14
Indiana,Rush,17,1,16,1,2020-04-13,2020-04-14
Indiana,Henry,23,0,22,0,2020-04-13,2020-04-14
Indiana,Union,9,0,6,0,2020-04-13,2020-04-14
Kansas,Cowley,2,1,1,1,2020-04-13,2020-04-14
Kentucky,Calloway,16,1,15,1,2020-04-13,2020-04-14
Kentucky,Boyle,14,0,13,0,2020-04-13,2020-04-14
Kentucky,Henry,4,0,3,0,2020-04-13,2020-04-14
Kentucky,McLean,6,1,5,0,2020-04-13,2020-04-14
Maine,Sagadahoc,15,1,14,0,2020-04-13,2020-04-14
Maine,Knox,12,0,11,0,2020-04-13,2020-04-14
Maryland,Somerset,6,0,5,0,2020-04-13,2020-04-14
Massachusetts,Dukes,12,0,11,0,2020-04-13,2020-04-14
Michigan,Ottawa,69,2,67,2,2020-04-13,2020-04-14
Minnesota,Mower,25,0,24,0,2020-04-13,2020-04-14
Mississippi,Neshoba,34,0,33,1,2020-04-13,2020-04-14
Mississippi,Claiborne,7,0,6,0,2020-04-13,2020-04-14
Missouri,St. Francois,23,1,22,1,2020-04-13,2020-04-14
Missouri,Taney,8,1,7,1,2020-04-13,2020-04-14
Nebraska,Cheyenne,3,0,2,0,2020-04-13,2020-04-14
New Hampshire,Carroll,30,0,29,0,2020-04-13,2020-04-14
North Carolina,Guilford,138,10,137,10,2020-04-13,2020-04-14
North Carolina,Franklin,67,0,66,2,2020-04-13,2020-04-14
North Carolina,Rowan,204,3,201,7,2020-04-13,2020-04-14
North Carolina,Burke,61,3,59,3,2020-04-13,2020-04-14
North Carolina,Lenoir,15,0,14,0,2020-04-13,2020-04-14
North Carolina,Beaufort,14,0,13,0,2020-04-13,2020-04-14
Ohio,Gallia,8,1,6,1,2020-04-13,2020-04-14
Ohio,Wayne,54,5,51,5,2020-04-13,2020-04-14
Oklahoma,Payne,29,0,28,0,2020-04-13,2020-04-14
Oklahoma,McClain,19,0,18,0,2020-04-13,2020-04-14
Oklahoma,Garvin,11,0,10,0,2020-04-13,2020-04-14
Oklahoma,Mayes,15,2,14,3,2020-04-13,2020-04-14
Oklahoma,Ottawa,23,0,22,0,2020-04-13,2020-04-14
Oklahoma,Greer,50,4,49,4,2020-04-13,2020-04-14
Oregon,Columbia,12,0,11,0,2020-04-13,2020-04-14
Pennsylvania,Tioga,14,1,13,1,2020-04-13,2020-04-14
Pennsylvania,Mifflin,17,0,16,0,2020-04-13,2020-04-14
Pennsylvania,Wyoming,12,0,11,0,2020-04-13,2020-04-14
South Carolina,Edgefield,10,0,9,0,2020-04-13,2020-04-14
Tennessee,Montgomery,102,2,101,2,2020-04-13,2020-04-14
Tennessee,Chester,6,0,5,0,2020-04-13,2020-04-14
Tennessee,Grundy,23,0,22,1,2020-04-13,2020-04-14
Tennessee,Jackson,7,0,6,0,2020-04-13,2020-04-14
Virginia,Norfolk city,99,1,97,1,2020-04-13,2020-04-14
Virginia,Botetourt,24,0,23,0,2020-04-13,2020-04-14
Virginia,Lee,7,0,6,0,2020-04-13,2020-04-14
Virginia,Roanoke,18,0,16,0,2020-04-13,2020-04-14
Virginia,Washington,28,0,27,0,2020-04-13,2020-04-14
Virginia,Lunenburg,4,0,3,0,2020-04-13,2020-04-14
West Virginia,Barbour,9,0,4,0,2020-04-13,2020-04-14
Wisconsin,Kenosha,182,4,186,3,2020-04-13,2020-04-14
Wisconsin,Rock,60,3,59,4,2020-04-13,2020-04-14
Arizona,Coconino,270,22,266,24,2020-04-14,2020-04-15
Arizona,Yavapai,70,1,66,1,2020-04-14,2020-04-15
Arkansas,Johnson,19,0,18,0,2020-04-14,2020-04-15
Arkansas,Franklin,2,0,1,0,2020-04-14,2020-04-15
Colorado,Mesa,35,0,34,0,2020-04-14,2020-04-15
Colorado,Elbert,17,1,16,1,2020-04-14,2020-04-15
Florida,Citrus,75,7,74,8,2020-04-14,2020-04-15
Georgia,Effingham,25,1,24,1,2020-04-14,2020-04-15
Georgia,Macon,47,0,37,0,2020-04-14,2020-04-15
Illinois,Whiteside,30,3,29,3,2020-04-14,2020-04-15
Illinois,Morgan,11,1,10,1,2020-04-14,2020-04-15
Illinois,Macon,45,3,44,5,2020-04-14,2020-04-15
Illinois,Wabash,2,0,1,0,2020-04-14,2020-04-15
Indiana,Ripley,89,3,88,3,2020-04-14,2020-04-15
Indiana,Jefferson,16,0,15,0,2020-04-14,2020-04-15
Indiana,Pike,2,0,1,0,2020-04-14,2020-04-15
Iowa,Benton,20,1,19,1,2020-04-14,2020-04-15
Iowa,Hardin,2,0,1,0,2020-04-14,2020-04-15
Kentucky,Spencer,9,0,8,0,2020-04-14,2020-04-15
Kentucky,Logan,10,0,9,0,2020-04-14,2020-04-15
Kentucky,Bullitt,34,2,32,2,2020-04-14,2020-04-15
Louisiana,St. John the Baptist,562,48,569,47,2020-04-14,2020-04-15
Louisiana,Avoyelles,65,2,64,3,2020-04-14,2020-04-15
Louisiana,Lincoln,42,0,41,0,2020-04-14,2020-04-15
Maryland,Montgomery,1883,54,1933,48,2020-04-14,2020-04-15
Maryland,Prince George's,2356,72,2516,65,2020-04-14,2020-04-15
Maryland,Baltimore,1377,41,1485,31,2020-04-14,2020-04-15
Maryland,Anne Arundel,783,32,845,29,2020-04-14,2020-04-15
Maryland,Charles,292,12,310,11,2020-04-14,2020-04-15
Maryland,Carroll,259,29,262,28,2020-04-14,2020-04-15
Maryland,Baltimore city,962,29,1060,26,2020-04-14,2020-04-15
Maryland,Talbot,16,1,14,1,2020-04-14,2020-04-15
Minnesota,Nobles,3,0,2,0,2020-04-14,2020-04-15
Mississippi,George,10,0,8,0,2020-04-14,2020-04-15
Missouri,Christian,19,0,18,0,2020-04-14,2020-04-15
Missouri,Franklin,84,3,83,3,2020-04-14,2020-04-15
New Hampshire,Grafton,45,0,44,0,2020-04-14,2020-04-15
North Carolina,Iredell,71,2,70,2,2020-04-14,2020-04-15
North Carolina,Duplin,19,0,18,0,2020-04-14,2020-04-15
North Carolina,Currituck,3,0,2,0,2020-04-14,2020-04-15
North Carolina,Rockingham,16,2,15,2,2020-04-14,2020-04-15
North Carolina,Dare,12,1,11,1,2020-04-14,2020-04-15
Ohio,Greene,31,2,31,1,2020-04-14,2020-04-15
Ohio,Madison,24,3,23,3,2020-04-14,2020-04-15
Ohio,Hocking,4,0,3,0,2020-04-14,2020-04-15
Oklahoma,Jackson,7,0,6,0,2020-04-14,2020-04-15
Oklahoma,Creek,60,3,57,3,2020-04-14,2020-04-15
Oklahoma,Craig,9,0,8,0,2020-04-14,2020-04-15
Oklahoma,Sequoyah,11,2,10,2,2020-04-14,2020-04-15
Oregon,Washington,365,7,364,7,2020-04-14,2020-04-15
Pennsylvania,Mifflin,16,0,15,0,2020-04-14,2020-04-15
South Carolina,Horry,151,8,150,8,2020-04-14,2020-04-15
South Carolina,Calhoun,6,1,5,1,2020-04-14,2020-04-15
South Dakota,Union,5,0,4,0,2020-04-14,2020-04-15
Texas,San Patricio,9,0,8,0,2020-04-14,2020-04-15
Texas,San Jacinto,8,0,7,0,2020-04-14,2020-04-15
Virginia,Williamsburg city,20,1,19,1,2020-04-14,2020-04-15
Virginia,Emporia city,8,0,7,0,2020-04-14,2020-04-15
West Virginia,Cabell,29,0,28,0,2020-04-14,2020-04-15
Alabama,Walker,85,0,84,0,2020-04-15,2020-04-16
Alabama,Dallas,22,2,21,2,2020-04-15,2020-04-16
Arkansas,Benton,62,0,61,0,2020-04-15,2020-04-16
Colorado,Eagle,480,6,479,6,2020-04-15,2020-04-16
Connecticut,Windham,89,1,87,1,2020-04-15,2020-04-16
Florida,Gilchrist,6,0,4,0,2020-04-15,2020-04-16
Indiana,Hancock,129,6,127,6,2020-04-15,2020-04-16
Indiana,Randolph,11,1,10,1,2020-04-15,2020-04-16
Iowa,Wapello,7,0,6,0,2020-04-15,2020-04-16
Kentucky,Logan,9,0,8,0,2020-04-15,2020-04-16
Louisiana,Caddo,1118,57,1154,55,2020-04-15,2020-04-16
Louisiana,Iberia,159,7,164,6,2020-04-15,2020-04-16
Maryland,St. Mary's,99,3,98,1,2020-04-15,2020-04-16
Minnesota,Dakota,103,5,103,4,2020-04-15,2020-04-16
Minnesota,Blue Earth,23,0,22,0,2020-04-15,2020-04-16
Missouri,Christian,18,0,17,0,2020-04-15,2020-04-16
Nebraska,Cedar,1,0,0,0,2020-04-15,2020-04-16
North Carolina,Forsyth,123,4,122,5,2020-04-15,2020-04-16
North Carolina,Duplin,18,0,17,0,2020-04-15,2020-04-16
North Carolina,Hertford,5,1,4,1,2020-04-15,2020-04-16
North Carolina,Greene,13,0,12,0,2020-04-15,2020-04-16
Ohio,Ashland,6,0,5,0,2020-04-15,2020-04-16
Oklahoma,Muskogee,26,2,25,3,2020-04-15,2020-04-16
Oklahoma,Craig,8,0,7,0,2020-04-15,2020-04-16
South Carolina,Beaufort,205,7,206,6,2020-04-15,2020-04-16
South Carolina,Berkeley,101,3,116,2,2020-04-15,2020-04-16
South Carolina,McCormick,4,2,5,1,2020-04-15,2020-04-16
Tennessee,Anderson,16,1,15,1,2020-04-15,2020-04-16
Tennessee,Blount,47,3,46,3,2020-04-15,2020-04-16
Tennessee,Madison,75,0,73,0,2020-04-15,2020-04-16
Tennessee,Bledsoe,8,0,7,0,2020-04-15,2020-04-16
Texas,Fayette,17,0,14,0,2020-04-15,2020-04-16
Utah,Wasatch,105,1,103,1,2020-04-15,2020-04-16
Virginia,Frederick,73,0,72,0,2020-04-15,2020-04-16
Virginia,Prince George,27,0,26,0,2020-04-15,2020-04-16
Virginia,Campbell,11,0,9,0,2020-04-15,2020-04-16
Virginia,Sussex,10,0,9,0,2020-04-15,2020-04-16
Virginia,Cumberland,8,0,7,0,2020-04-15,2020-04-16
Washington,Grant,129,2,132,1,2020-04-15,2020-04-16
Washington,Franklin,142,4,156,2,2020-04-15,2020-04-16
Washington,Okanogan,15,0,14,0,2020-04-15,2020-04-16
West Virginia,Marion,41,2,39,2,2020-04-15,2020-04-16
West Virginia,Ohio,23,1,22,1,2020-04-15,2020-04-16
West Virginia,Hampshire,7,0,6,0,2020-04-15,2020-04-16
Wisconsin,Sauk,31,4,31,3,2020-04-15,2020-04-16
Alabama,Walker,84,0,83,0,2020-04-16,2020-04-17
Alabama,Bibb,24,0,23,0,2020-04-16,2020-04-17
California,Alpine,2,0,1,0,2020-04-16,2020-04-17
Georgia,Floyd,122,6,121,8,2020-04-16,2020-04-17
Georgia,Dawson,39,2,42,1,2020-04-16,2020-04-17
Georgia,Tift,79,4,80,3,2020-04-16,2020-04-17
Georgia,Baker,18,2,16,2,2020-04-16,2020-04-17
Georgia,Seminole,21,1,20,2,2020-04-16,2020-04-17
Georgia,Taylor,11,3,10,2,2020-04-16,2020-04-17
Georgia,Thomas,112,14,115,13,2020-04-16,2020-04-17
Georgia,Calhoun,59,2,57,2,2020-04-16,2020-04-17
Idaho,Payette,10,1,9,1,2020-04-16,2020-04-17
Illinois,Logan,5,0,4,0,2020-04-16,2020-04-17
Illinois,Massac,4,0,3,0,2020-04-16,2020-04-17
Illinois,Macoupin,18,0,17,0,2020-04-16,2020-04-17
Illinois,Effingham,4,1,3,1,2020-04-16,2020-04-17
Illinois,Pulaski,6,0,5,0,2020-04-16,2020-04-17
Indiana,Miami,22,0,21,0,2020-04-16,2020-04-17
Indiana,Washington,28,0,27,0,2020-04-16,2020-04-17
Indiana,Ripley,89,3,77,3,2020-04-16,2020-04-17
Indiana,Whitley,15,1,14,1,2020-04-16,2020-04-17
Kansas,Miami,5,0,4,0,2020-04-16,2020-04-17
Kansas,Scott,2,0,1,0,2020-04-16,2020-04-17
Kentucky,Bourbon,7,1,5,1,2020-04-16,2020-04-17
Kentucky,Daviess,106,3,105,3,2020-04-16,2020-04-17
Kentucky,McCracken,28,2,27,2,2020-04-16,2020-04-17
Kentucky,Woodford,20,0,18,0,2020-04-16,2020-04-17
Kentucky,Russell,12,0,11,2,2020-04-16,2020-04-17
Kentucky,Greenup,11,0,10,0,2020-04-16,2020-04-17
Kentucky,McLean,7,1,7,0,2020-04-16,2020-04-17
Louisiana,St. Charles,486,26,471,26,2020-04-16,2020-04-17
Louisiana,St. Bernard,388,12,404,11,2020-04-16,2020-04-17
Louisiana,Winn,17,2,16,2,2020-04-16,2020-04-17
Michigan,Antrim,9,0,8,0,2020-04-16,2020-04-17
Minnesota,Freeborn,29,0,28,0,2020-04-16,2020-04-17
Minnesota,Becker,2,0,1,0,2020-04-16,2020-04-17
Mississippi,Scott,100,0,96,0,2020-04-16,2020-04-17
Montana,Musselshell,3,0,1,0,2020-04-16,2020-04-17
Nebraska,Washington,22,1,20,1,2020-04-16,2020-04-17
Ohio,Madison,29,3,27,3,2020-04-16,2020-04-17
Ohio,Fairfield,96,2,95,2,2020-04-16,2020-04-17
Oklahoma,Murray,2,0,1,0,2020-04-16,2020-04-17
South Carolina,Lexington,267,8,254,9,2020-04-16,2020-04-17
South Carolina,Pickens,37,0,36,0,2020-04-16,2020-04-17
Tennessee,Jefferson,16,1,14,0,2020-04-16,2020-04-17
Virginia,Wise,18,1,17,1,2020-04-16,2020-04-17
Washington,Clallam,15,0,14,0,2020-04-16,2020-04-17
Washington,Douglas,32,1,30,1,2020-04-16,2020-04-17
Wisconsin,Dane,352,16,351,16,2020-04-16,2020-04-17
Alabama,Montgomery,207,5,217,3,2020-04-17,2020-04-18
Alabama,Tuscaloosa,153,0,141,0,2020-04-17,2020-04-18
Alabama,Shelby,248,8,257,7,2020-04-17,2020-04-18
Alabama,Madison,216,4,197,4,2020-04-17,2020-04-18
Alabama,Cullman,53,1,42,0,2020-04-17,2020-04-18
Alabama,Marion,62,5,60,5,2020-04-17,2020-04-18
Alabama,Franklin,18,1,17,0,2020-04-17,2020-04-18
Alabama,Houston,64,3,63,2,2020-04-17,2020-04-18
Alabama,Autauga,26,2,25,2,2020-04-17,2020-04-18
Alabama,Morgan,47,0,45,0,2020-04-17,2020-04-18
Alabama,Butler,16,0,13,0,2020-04-17,2020-04-18
Alabama,Etowah,88,8,93,7,2020-04-17,2020-04-18
Alabama,Escambia,14,0,12,0,2020-04-17,2020-04-18
Alabama,Randolph,51,4,51,3,2020-04-17,2020-04-18
Alabama,Monroe,7,1,8,0,2020-04-17,2020-04-18
Arkansas,Lonoke,30,0,26,0,2020-04-17,2020-04-18
Arkansas,Lafayette,5,0,4,0,2020-04-17,2020-04-18
Florida,Palm Beach,2086,115,2136,114,2020-04-17,2020-04-18
Florida,Leon,173,1,168,1,2020-04-17,2020-04-18
Florida,Washington,6,0,5,0,2020-04-17,2020-04-18
Georgia,Baldwin,112,2,108,2,2020-04-17,2020-04-18
Illinois,Livingston,18,0,17,0,2020-04-17,2020-04-18
Indiana,Jasper,22,1,21,1,2020-04-17,2020-04-18
Indiana,Rush,20,1,19,1,2020-04-17,2020-04-18
Indiana,LaGrange,16,1,15,1,2020-04-17,2020-04-18
Indiana,Parke,8,0,7,0,2020-04-17,2020-04-18
Kansas,Jefferson,6,0,5,0,2020-04-17,2020-04-18
Kentucky,Calloway,22,1,21,1,2020-04-17,2020-04-18
Kentucky,Carter,5,0,4,0,2020-04-17,2020-04-18
Kentucky,McLean,7,0,6,0,2020-04-17,2020-04-18
Kentucky,Ballard,4,0,3,0,2020-04-17,2020-04-18
Kentucky,Garrard,3,0,1,0,2020-04-17,2020-04-18
Louisiana,Caldwell,19,0,15,0,2020-04-17,2020-04-18
Maine,Aroostook,3,0,2,0,2020-04-17,2020-04-18
Michigan,St. Clair,236,8,241,7,2020-04-17,2020-04-18
Michigan,Chippewa,1,1,1,0,2020-04-17,2020-04-18
Michigan,Oceana,4,1,3,1,2020-04-17,2020-04-18
Michigan,Mackinac,5,0,4,0,2020-04-17,2020-04-18
Minnesota,Lyon,6,0,5,0,2020-04-17,2020-04-18
Mississippi,Webster,17,1,15,1,2020-04-17,2020-04-18
Mississippi,Amite,17,1,16,1,2020-04-17,2020-04-18
Mississippi,Benton,6,0,5,0,2020-04-17,2020-04-18
Missouri,Callaway,21,1,20,1,2020-04-17,2020-04-18
Missouri,St. Francois,24,1,23,1,2020-04-17,2020-04-18
Missouri,Jefferson,179,4,183,3,2020-04-17,2020-04-18
Missouri,Crawford,6,0,5,0,2020-04-17,2020-04-18
Nebraska,Stanton,2,0,1,0,2020-04-17,2020-04-18
New Hampshire,Carroll,32,0,30,0,2020-04-17,2020-04-18
North Carolina,Lincoln,20,0,19,0,2020-04-17,2020-04-18
North Carolina,Alamance,48,0,47,0,2020-04-17,2020-04-18
North Carolina,Caldwell,22,0,21,0,2020-04-17,2020-04-18
North Carolina,Hertford,7,1,6,1,2020-04-17,2020-04-18
North Dakota,Stark,39,2,38,2,2020-04-17,2020-04-18
Ohio,Huron,16,1,15,1,2020-04-17,2020-04-18
Oklahoma,Lincoln,11,0,10,0,2020-04-17,2020-04-18
Oregon,Yamhill,35,6,34,6,2020-04-17,2020-04-18
South Carolina,Georgetown,34,2,32,2,2020-04-17,2020-04-18
South Carolina,Marion,14,1,13,1,2020-04-17,2020-04-18
South Dakota,Brule,1,0,0,0,2020-04-17,2020-04-18
Texas,Johnson,45,1,44,1,2020-04-17,2020-04-18
Texas,Blanco,5,0,4,0,2020-04-17,2020-04-18
Texas,Burleson,9,0,8,0,2020-04-17,2020-04-18
Texas,Waller,23,0,22,0,2020-04-17,2020-04-18
Utah,Millard,6,0,5,0,2020-04-17,2020-04-18
Virginia,Washington,28,0,27,0,2020-04-17,2020-04-18
Wisconsin,Dodge,20,1,19,1,2020-04-17,2020-04-18
Georgia,Dougherty,1409,91,1425,90,2020-04-18,2020-04-19
Georgia,Worth,119,5,122,4,2020-04-18,2020-04-19
Georgia,Mitchell,212,23,203,23,2020-04-18,2020-04-19
Illinois,Tazewell,41,3,26,3,2020-04-18,2020-04-19
Illinois,Macon,55,7,54,7,2020-04-18,2020-04-19
Illinois,Crawford,5,0,4,0,2020-04-18,2020-04-19
Indiana,Rush,19,1,18,1,2020-04-18,2020-04-19
Iowa,Keokuk,4,0,3,0,2020-04-18,2020-04-19
Kentucky,Nelson,14,0,13,0,2020-04-18,2020-04-19
Kentucky,Jessamine,33,0,32,0,2020-04-18,2020-04-19
Kentucky,Oldham,23,0,22,0,2020-04-18,2020-04-19
Kentucky,Todd,11,0,9,0,2020-04-18,2020-04-19
Minnesota,Fillmore,11,0,10,0,2020-04-18,2020-04-19
Mississippi,Marshall,39,2,38,2,2020-04-18,2020-04-19
Mississippi,Lincoln,102,6,101,6,2020-04-18,2020-04-19
Mississippi,Amite,16,1,17,0,2020-04-18,2020-04-19
Missouri,Ripley,4,0,3,0,2020-04-18,2020-04-19
Missouri,Maries,2,0,1,0,2020-04-18,2020-04-19
Nebraska,Knox,2,0,1,0,2020-04-18,2020-04-19
North Carolina,Person,16,0,15,0,2020-04-18,2020-04-19
North Dakota,Williams,10,0,9,0,2020-04-18,2020-04-19
Ohio,Clark,26,0,25,0,2020-04-18,2020-04-19
Ohio,Greene,39,2,38,2,2020-04-18,2020-04-19
Ohio,Hancock,30,1,29,1,2020-04-18,2020-04-19
Oklahoma,Beaver,2,0,1,0,2020-04-18,2020-04-19
Oregon,Klamath,31,0,30,0,2020-04-18,2020-04-19
Pennsylvania,Montour,49,0,48,0,2020-04-18,2020-04-19
Pennsylvania,Lawrence,60,5,59,5,2020-04-18,2020-04-19
South Carolina,Anderson,133,5,132,5,2020-04-18,2020-04-19
South Carolina,Jasper,16,0,15,1,2020-04-18,2020-04-19
South Carolina,Newberry,23,1,21,1,2020-04-18,2020-04-19
South Dakota,Day,1,0,0,0,2020-04-18,2020-04-19
Tennessee,Bradley,38,1,37,1,2020-04-18,2020-04-19
Tennessee,Tipton,57,0,56,0,2020-04-18,2020-04-19
Tennessee,Jackson,11,0,6,0,2020-04-18,2020-04-19
Vermont,Windham,63,2,62,2,2020-04-18,2020-04-19
Virginia,Newport News city,102,1,101,1,2020-04-18,2020-04-19
Virginia,Powhatan,9,0,8,0,2020-04-18,2020-04-19
Washington,Jefferson,29,0,28,0,2020-04-18,2020-04-19
Wisconsin,Chippewa,21,0,20,0,2020-04-18,2020-04-19
Alabama,Shelby,269,7,273,6,2020-04-19,2020-04-20
Alabama,Chambers,246,14,257,13,2020-04-19,2020-04-20
Alabama,Tallapoosa,195,12,193,12,2020-04-19,2020-04-20
Alabama,Autauga,27,2,28,1,2020-04-19,2020-04-20
Alabama,Marshall,150,4,167,3,2020-04-19,2020-04-20
Alabama,Covington,22,1,24,0,2020-04-19,2020-04-20
